Hostname, Req_cnt, Dist_Req_Cnt, high_req_cnt_single_domain, avg_req_per_min, high_req_per_min, cnt_query_mx, cnt_query_ptr, dist_dns_server, dist_tld, dist_sld, uniqueness_ratio, res_failed, dist_city_cnt, dist_country_cnt, flux_ratio
172.31.149.110_trafic,98,19,39,1,9,0,0,1,5,12,5,0,0,0,0
172.31.149.49_trafic,67,31,9,3,23,0,0,1,5,16,2,0,0,0,0
172.31.245.25_trafic,20,18,2,20,10,0,0,1,4,10,1,0,1,1,0
172.31.230.28_trafic,229,69,26,6,24,0,0,1,9,34,3,0,1,1,0
172.31.149.117_trafic,4,3,2,4,3,0,0,1,1,2,1,0,0,0,0
172.31.121.251_trafic,3,3,1,3,3,0,0,1,2,3,1,0,0,0,0
172.31.230.24_trafic,154,63,21,2,31,0,0,1,10,23,2,0,1,1,0
172.31.230.22_trafic,815,149,76,13,138,0,0,1,18,44,5,0,1,1,0
172.31.234.242_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
172.31.156.81_trafic,21,12,4,21,13,0,0,1,2,7,1,0,0,0,0
172.31.121.131_trafic,63,14,8,1,8,0,0,1,1,4,4,0,0,0,0
172.31.233.81_trafic,563,34,440,12,20,0,0,1,4,23,16,0,1,1,0
172.31.233.80_trafic,100,63,12,2,27,0,0,1,7,36,1,0,1,1,0
172.31.233.82_trafic,211,57,55,3,23,0,0,1,8,20,3,0,1,1,0
172.31.233.85_trafic,179,79,14,3,27,0,0,1,9,36,2,2,1,1,0
172.31.121.139_trafic,199,34,51,3,17,0,0,1,2,24,5,0,0,0,0
172.31.157.172_trafic,142,49,20,2,19,0,0,1,5,20,2,0,0,0,0
172.31.109.188_trafic,215,63,19,5,32,0,0,1,3,26,3,0,0,0,0
172.31.157.177_trafic,20,13,4,3,11,0,0,1,4,8,1,0,0,0,0
172.31.157.176_trafic,601,191,31,19,195,0,0,1,6,75,3,0,0,0,0
172.31.157.175_trafic,4,4,1,4,3,0,0,1,1,4,1,0,0,0,0
172.31.157.174_trafic,22,5,6,0,8,0,0,1,1,2,4,0,0,0,0
172.31.245.158_trafic,180,96,23,3,18,0,0,1,3,30,1,0,1,1,0
172.31.247.249_trafic,223,87,11,3,18,0,0,1,5,29,2,0,1,1,0
172.31.251.241_trafic,131,50,11,2,17,0,0,1,2,11,2,0,1,1,0
172.31.251.247_trafic,125,50,9,2,14,0,0,1,3,15,2,0,1,1,0
172.31.248.78_trafic,119,39,14,3,22,0,0,1,4,24,3,0,1,1,0
172.31.247.244_trafic,14,9,4,14,10,0,0,1,3,7,1,0,1,1,0
172.31.229.46_trafic,80,21,10,5,16,0,0,1,2,6,3,0,1,1,0
172.31.126.130_trafic,27,21,3,27,17,0,0,1,4,14,1,0,0,0,0
172.31.158.19_trafic,74,28,11,1,8,0,0,1,2,7,2,0,0,0,0
172.31.234.110_trafic,202,75,20,3,22,0,0,1,7,38,2,0,1,1,0
172.31.250.245_trafic,445,106,42,7,38,0,0,1,9,54,4,0,1,1,0
172.31.158.15_trafic,67,34,9,4,29,0,2,1,5,19,1,0,0,0,0
172.31.231.67_trafic,277,101,15,4,40,0,0,1,15,41,2,0,1,1,0
172.31.158.17_trafic,33,24,6,16,27,0,0,1,5,12,1,0,0,0,0
172.31.231.62_trafic,75,32,16,2,12,0,0,1,2,17,2,0,1,1,0
172.31.123.30_trafic,33,16,11,0,7,0,0,1,2,7,2,0,0,0,0
172.31.254.154_trafic,151,34,18,2,18,0,3,1,5,17,4,0,1,1,0
172.31.123.38_trafic,36,23,5,0,6,0,0,1,6,16,1,0,0,0,0
172.31.123.39_trafic,74,25,10,1,13,0,0,1,2,8,2,0,0,0,0
172.31.240.241_trafic,18,14,2,18,18,0,0,1,7,7,1,0,1,1,0
172.31.145.248_trafic,11,7,3,11,10,0,0,1,2,4,1,0,0,0,0
172.31.240.247_trafic,3,1,3,3,2,0,0,1,1,1,3,0,0,0,0
172.31.240.244_trafic,125,46,20,3,26,0,0,1,4,17,2,0,1,1,0
172.31.129.162_trafic,6,5,2,3,5,0,0,1,2,5,1,0,0,0,0
172.31.111.88_trafic,2,2,1,2,2,0,0,1,1,2,1,0,0,0,0
172.31.235.194_trafic,163,46,27,2,15,0,0,1,3,22,3,0,1,1,0
172.31.235.195_trafic,126,95,3,2,89,0,0,1,4,36,1,0,1,1,0
172.31.235.193_trafic,55,29,8,2,21,0,0,1,5,18,1,0,1,1,0
172.31.235.191_trafic,52,24,5,1,19,0,0,1,6,12,2,0,1,1,0
172.31.234.28_trafic,206,121,6,7,24,0,0,1,5,41,1,0,1,1,0
172.31.234.29_trafic,322,95,20,8,30,0,5,1,6,33,3,0,1,1,0
172.31.235.207_trafic,359,193,12,7,59,0,0,1,8,95,1,0,1,1,0
172.31.107.163_trafic,219,118,7,4,21,0,0,1,3,29,1,0,0,0,0
172.31.234.233_trafic,31,22,4,0,18,0,0,1,2,9,1,0,1,1,0
172.31.247.224_trafic,61,36,4,6,30,0,0,1,5,18,1,0,1,1,0
172.31.151.146_trafic,92,53,6,1,16,0,0,1,2,23,1,0,0,0,0
172.31.241.169_trafic,69,46,6,11,28,0,0,1,3,27,1,0,1,1,0
172.31.151.143_trafic,123,25,48,2,5,0,0,1,1,10,4,0,0,0,0
172.31.147.84_trafic,202,36,102,3,13,0,7,1,3,17,5,0,0,0,0
172.31.232.245_trafic,5,5,1,5,3,0,0,1,1,1,1,0,1,1,0
172.31.106.242_trafic,20,10,4,6,8,0,0,1,1,3,2,0,0,0,0
172.31.232.247_trafic,9,9,1,9,9,0,0,1,1,5,1,0,1,1,0
172.31.232.246_trafic,118,44,17,2,26,0,0,1,4,26,2,0,1,1,0
172.31.110.49_trafic,10,9,2,10,8,0,0,1,2,8,1,0,0,0,0
172.31.247.90_trafic,7,1,7,7,7,0,0,1,1,1,7,0,1,1,0
172.31.247.93_trafic,41,11,21,3,8,0,0,1,2,5,3,0,1,1,0
172.31.110.43_trafic,4,3,2,4,4,0,0,1,1,3,1,0,0,0,0
172.31.110.40_trafic,3,3,1,3,2,0,0,1,2,2,1,0,0,0,0
172.31.110.47_trafic,16,15,2,16,16,0,0,1,2,7,1,0,0,0,0
172.31.145.30_trafic,11,10,2,11,11,0,0,1,3,7,1,0,0,0,0
172.31.104.89_trafic,36,25,4,12,23,0,1,1,4,17,1,0,0,0,0
172.31.156.204_trafic,191,68,34,3,26,0,0,1,9,39,2,0,0,0,0
172.31.244.81_trafic,48,20,11,1,7,0,0,1,1,10,2,0,0,0,0
172.31.156.207_trafic,33,7,12,1,4,0,0,1,2,3,4,0,0,0,0
172.31.156.208_trafic,29,15,11,4,11,0,0,1,4,7,1,0,0,0,0
172.31.159.196_trafic,47,20,7,4,12,0,0,1,2,13,2,0,0,0,0
172.31.159.194_trafic,45,22,12,0,4,0,0,1,4,10,2,0,0,0,0
172.31.227.49_trafic,68,27,11,1,12,0,0,1,2,6,2,0,1,1,0
172.31.125.107_trafic,52,34,9,2,12,0,0,1,2,17,1,0,0,0,0
172.31.145.33_trafic,5,4,2,5,4,0,0,1,2,3,1,0,0,0,0
172.31.146.62_trafic,17,16,2,17,7,0,0,1,2,8,1,0,0,0,0
172.31.157.208_trafic,96,23,18,1,18,0,0,1,6,9,4,0,0,0,0
172.31.125.102_trafic,453,144,37,7,35,0,0,1,14,73,3,0,0,0,0
172.31.157.205_trafic,11,7,5,3,4,0,0,1,1,5,1,0,0,0,0
172.31.225.48_trafic,230,98,6,16,40,0,0,1,5,39,2,0,1,1,0
172.31.226.249_trafic,109,36,10,9,20,0,0,1,5,21,3,0,1,1,0
172.31.125.109_trafic,50,41,4,3,23,0,0,1,6,30,1,0,0,0,0
172.31.237.120_trafic,36,1,36,0,6,0,0,1,1,1,36,0,1,1,0
172.31.240.115_trafic,14,12,2,14,9,0,0,1,3,6,1,0,1,1,0
172.31.157.29_trafic,181,68,20,3,23,0,0,1,2,19,2,0,0,0,0
172.31.104.81_trafic,109,69,8,2,53,0,0,1,5,41,1,0,0,0,0
172.31.229.124_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
172.31.157.194_trafic,18,17,2,18,16,0,0,1,1,12,1,0,0,0,0
172.31.157.196_trafic,2,1,2,2,2,0,0,1,1,1,2,0,0,0,0
172.31.157.191_trafic,65,21,16,1,34,0,0,1,4,10,3,0,0,0,0
172.31.157.190_trafic,7,7,1,7,4,0,0,1,3,6,1,0,0,0,0
172.31.157.193_trafic,317,56,142,5,37,0,0,1,7,22,5,0,0,0,0
172.31.229.123_trafic,53,37,5,1,15,0,0,1,2,20,1,0,1,1,0
172.31.244.246_trafic,85,65,3,7,55,0,0,1,3,23,1,0,1,1,0
172.31.246.39_trafic,97,40,7,9,26,0,0,1,3,22,2,0,1,1,0
172.31.227.202_trafic,30,3,18,0,4,0,0,1,1,3,10,0,0,0,0
172.31.127.129_trafic,306,138,41,15,50,0,0,1,4,50,2,0,0,0,0
172.31.110.70_trafic,19,13,3,19,16,0,0,1,1,8,1,0,0,0,0
172.31.154.166_trafic,48,21,5,1,9,0,0,1,2,5,2,0,0,0,0
172.31.19.11_trafic,94,43,14,1,12,0,0,5,8,20,2,0,1,1,0
172.31.19.10_trafic,462,64,64,7,62,0,0,1,4,8,7,0,1,1,0
172.31.246.32_trafic,449,128,55,8,57,0,0,1,26,40,3,0,1,1,0
172.31.19.15_trafic,120,46,21,2,53,0,0,1,2,3,2,0,0,0,0
172.31.246.35_trafic,43,22,4,2,12,0,0,1,3,11,1,0,1,1,0
172.31.153.134_trafic,38,21,9,1,9,0,0,1,4,11,1,0,0,0,0
172.31.146.210_trafic,129,36,17,2,22,0,0,1,3,24,3,0,0,0,0
172.31.231.113_trafic,205,57,32,3,18,0,0,1,3,32,3,0,1,1,0
172.31.231.110_trafic,56,45,3,56,43,0,0,1,4,29,1,0,1,1,0
172.31.231.111_trafic,391,125,40,6,43,0,4,1,11,50,3,0,1,1,0
172.31.231.116_trafic,192,72,18,3,34,0,0,1,7,25,2,0,1,1,0
172.31.156.119_trafic,65,36,11,1,13,0,0,1,2,16,1,0,0,0,0
172.31.146.216_trafic,22,10,11,0,3,0,0,1,2,8,2,0,0,0,0
172.31.232.115_trafic,307,114,35,7,47,0,2,1,6,43,2,0,1,1,0
172.31.156.115_trafic,54,24,8,1,14,0,0,1,3,9,2,0,0,0,0
172.31.156.116_trafic,181,138,24,3,55,0,0,1,9,83,1,0,0,0,0
172.31.232.116_trafic,4,1,4,0,2,0,0,1,1,1,4,0,1,1,0
172.31.105.45_trafic,154,70,10,2,29,0,0,1,3,24,2,0,0,0,0
172.31.105.47_trafic,12,11,2,12,11,0,0,1,3,9,1,0,0,0,0
172.31.232.112_trafic,70,27,8,1,20,0,0,1,2,8,2,0,1,1,0
172.31.150.250_trafic,40,23,9,0,8,0,0,1,3,19,1,0,0,0,0
172.31.150.253_trafic,33,11,15,0,5,0,0,1,1,7,3,0,0,0,0
172.31.150.252_trafic,3,2,2,3,3,0,0,1,1,2,1,0,0,0,0
172.31.123.205_trafic,8,6,2,8,5,0,0,1,2,3,1,0,0,0,0
172.31.123.206_trafic,38,22,4,0,7,0,0,1,4,9,1,0,0,0,0
172.31.130.188_trafic,265,131,16,4,49,0,0,1,12,51,2,0,0,0,0
172.31.130.187_trafic,34,15,8,0,8,0,0,1,3,13,2,0,0,0,0
172.31.155.63_trafic,72,21,27,2,11,0,0,1,2,10,3,0,0,0,0
172.31.130.185_trafic,105,48,11,4,15,0,0,1,7,22,2,0,0,0,0
172.31.155.61_trafic,105,46,8,5,27,0,0,1,3,25,2,0,0,0,0
172.31.156.154_trafic,13,7,5,13,9,0,0,1,2,5,1,0,0,0,0
172.31.171.73_trafic,6,5,2,6,6,0,0,1,1,3,1,0,1,1,0
172.31.125.148_trafic,10,10,1,10,9,0,0,1,1,2,1,0,0,0,0
172.31.171.70_trafic,127,74,11,4,18,0,0,1,3,23,1,0,1,1,0
172.31.122.205_trafic,51,46,2,51,45,0,0,1,3,11,1,0,0,0,0
172.31.235.93_trafic,84,47,8,6,21,0,1,1,7,17,1,0,1,1,0
172.31.122.201_trafic,35,8,14,0,2,0,0,1,2,4,4,0,0,0,0
172.31.105.134_trafic,13,11,2,13,9,0,0,1,2,5,1,0,0,0,0
172.31.171.79_trafic,100,26,13,1,11,0,0,1,2,8,3,0,1,1,0
172.31.153.102_trafic,2,2,1,2,1,0,0,1,1,2,1,0,0,0,0
172.31.156.62_trafic,112,36,14,9,34,0,0,1,2,13,3,0,0,0,0
172.31.242.20_trafic,42,12,12,0,7,0,0,1,3,6,3,0,1,1,0
172.31.146.100_trafic,53,17,14,0,6,0,0,1,3,12,3,0,0,0,0
172.31.153.104_trafic,22,12,5,0,6,0,0,1,2,8,1,0,0,0,0
172.31.242.24_trafic,16,12,3,8,10,0,0,1,1,5,1,0,1,1,0
172.31.226.3_trafic,20,12,4,0,6,0,0,1,2,5,1,0,1,1,0
172.31.226.0_trafic,73,27,9,3,18,0,0,1,4,19,2,0,1,1,0
172.31.156.68_trafic,35,3,28,35,23,0,4,1,2,3,11,0,0,0,0
172.31.226.6_trafic,155,16,69,2,10,0,0,1,1,5,9,0,1,1,0
172.31.169.19_trafic,238,134,17,4,34,0,0,1,4,60,1,0,1,1,0
172.31.226.4_trafic,217,48,36,3,15,0,0,1,3,18,4,0,1,1,0
172.31.226.5_trafic,7,2,4,0,2,0,0,1,1,2,3,0,0,0,0
172.31.152.159_trafic,88,46,16,2,24,0,0,1,3,16,1,0,0,0,0
172.31.224.103_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.242.221_trafic,155,69,10,5,28,0,0,1,10,30,2,0,1,1,0
172.31.129.52_trafic,77,19,17,1,10,0,0,1,3,9,4,0,0,0,0
172.31.150.73_trafic,5,4,2,5,5,0,0,1,1,3,1,0,0,0,0
172.31.110.239_trafic,11,5,7,1,3,0,0,1,1,5,2,0,0,0,0
172.31.171.91_trafic,631,226,77,10,66,0,0,1,15,90,2,0,1,1,0
172.31.150.71_trafic,205,77,24,4,22,0,0,1,7,37,2,0,0,0,0
172.31.104.97_trafic,125,98,8,2,30,0,0,1,3,33,1,0,0,0,0
172.31.241.196_trafic,85,23,12,4,14,0,0,1,3,11,3,0,1,1,0
172.31.151.245_trafic,53,26,5,6,30,0,0,1,5,19,2,0,0,0,0
172.31.154.20_trafic,120,17,48,2,13,0,0,1,2,6,7,0,0,0,0
172.31.154.22_trafic,240,127,20,5,43,0,0,1,8,61,1,0,0,0,0
172.31.154.27_trafic,401,56,72,8,66,0,2,1,10,29,7,0,0,0,0
172.31.107.206_trafic,12,11,2,12,12,0,0,1,2,7,1,0,0,0,0
172.31.164.208_trafic,4,4,1,4,3,0,0,1,2,3,1,0,1,1,0
172.31.131.237_trafic,95,69,4,9,19,0,0,1,3,18,1,0,0,0,0
172.31.224.105_trafic,4,1,4,4,3,0,0,1,1,1,4,0,1,1,0
172.31.168.44_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.242.190_trafic,149,42,23,2,17,0,0,1,5,20,3,0,1,1,0
172.31.170.13_trafic,52,19,9,1,7,0,0,1,2,11,2,0,1,1,0
172.31.170.11_trafic,39,25,5,9,20,0,0,1,4,13,1,0,1,1,0
172.31.170.16_trafic,50,35,4,50,35,0,0,1,3,13,1,0,1,1,0
172.31.107.208_trafic,98,50,11,3,16,0,0,1,5,21,1,0,0,0,0
172.31.127.78_trafic,5,4,2,5,4,0,0,1,1,4,1,0,0,0,0
172.31.225.206_trafic,184,18,50,3,13,0,0,1,4,9,10,0,1,1,0
172.31.225.201_trafic,91,16,16,4,18,0,0,1,3,9,5,0,1,1,0
172.31.228.18_trafic,147,17,48,2,8,0,0,1,2,9,8,0,1,1,0
172.31.228.19_trafic,148,31,40,2,7,0,0,1,3,18,4,0,1,1,0
172.31.228.16_trafic,67,18,10,3,14,0,0,1,3,12,3,0,1,1,0
172.31.159.184_trafic,85,4,64,2,47,0,3,1,2,3,21,0,0,0,0
172.31.253.173_trafic,48,27,6,1,27,0,0,1,2,8,1,0,1,1,0
172.31.126.120_trafic,47,20,20,0,5,0,0,1,2,10,2,0,0,0,0
172.31.155.140_trafic,14,6,4,1,4,0,0,1,1,4,2,0,0,0,0
172.31.155.141_trafic,11,11,1,5,9,0,1,1,3,8,1,0,0,0,0
172.31.155.142_trafic,99,39,12,2,12,0,0,1,4,19,2,0,0,0,0
172.31.125.88_trafic,234,100,60,4,40,0,0,1,11,38,2,0,0,0,0
172.31.225.57_trafic,156,38,40,2,15,0,0,1,3,12,4,0,1,1,0
172.31.147.187_trafic,166,109,8,2,45,0,0,1,9,56,1,0,0,0,0
172.31.155.147_trafic,74,4,68,1,26,0,2,1,2,3,18,0,0,0,0
172.31.155.148_trafic,170,25,69,2,8,0,0,1,3,8,6,0,0,0,0
172.31.155.149_trafic,307,135,18,9,74,0,0,1,16,59,2,0,0,0,0
172.31.124.190_trafic,90,28,30,2,11,0,0,1,2,12,3,0,0,0,0
172.31.171.120_trafic,27,16,6,9,9,0,0,1,3,9,1,0,1,1,0
172.31.158.139_trafic,8,8,1,0,3,0,0,1,4,5,1,0,0,0,0
172.31.244.64_trafic,306,108,14,7,40,0,0,1,5,40,2,0,1,1,0
172.31.158.131_trafic,58,26,8,1,19,0,0,1,7,14,2,0,0,0,0
172.31.123.171_trafic,35,14,12,0,6,0,0,1,3,6,2,0,0,0,0
172.31.158.134_trafic,39,23,3,2,15,0,0,1,2,7,1,0,0,0,0
172.31.158.136_trafic,56,39,4,1,22,0,0,1,2,8,1,0,0,0,0
172.31.150.61_trafic,333,217,10,5,89,0,0,1,7,97,1,0,0,0,0
172.31.150.60_trafic,22,13,5,0,7,0,0,1,3,9,1,0,0,0,0
172.31.224.116_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.150.62_trafic,88,30,8,1,13,0,0,1,2,9,2,0,0,0,0
172.31.150.65_trafic,147,112,16,12,47,0,0,1,3,59,1,0,0,0,0
172.31.224.111_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.224.112_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.224.113_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.227.53_trafic,196,82,14,3,25,0,6,1,6,32,2,0,1,1,0
172.31.130.111_trafic,508,195,70,14,45,0,0,1,7,67,2,0,0,0,0
172.31.224.118_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.224.119_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.230.220_trafic,63,24,7,15,23,0,0,1,4,16,2,0,1,1,0
172.31.226.224_trafic,70,27,13,4,16,0,0,1,3,12,2,0,1,1,0
172.31.226.225_trafic,130,47,14,2,17,0,0,1,3,26,2,0,1,1,0
172.31.226.220_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
172.31.244.63_trafic,35,13,5,7,11,0,0,1,2,7,2,0,1,1,0
172.31.227.0_trafic,577,181,16,64,143,0,0,1,6,53,3,0,1,1,0
172.31.250.196_trafic,533,224,36,9,54,0,0,1,9,100,2,0,1,1,0
172.31.239.153_trafic,98,82,3,16,46,0,0,1,10,47,1,0,1,1,0
172.31.131.168_trafic,233,122,13,7,35,0,0,1,10,46,1,0,0,0,0
172.31.254.25_trafic,346,80,49,5,34,0,0,1,10,37,4,0,1,1,0
172.31.129.227_trafic,90,40,9,2,13,0,0,1,5,20,2,0,0,0,0
172.31.129.221_trafic,135,43,31,2,10,0,0,1,3,19,3,0,0,0,0
172.31.129.222_trafic,47,15,7,1,5,0,0,1,3,11,3,0,0,0,0
172.31.152.187_trafic,81,14,22,1,8,0,0,1,2,10,5,0,0,0,0
172.31.240.219_trafic,168,112,7,3,31,0,0,1,3,33,1,0,1,1,0
172.31.226.154_trafic,285,56,37,4,20,0,0,1,2,10,5,0,1,1,0
172.31.131.163_trafic,103,37,17,1,10,0,0,1,3,16,2,0,0,0,0
172.31.152.182_trafic,8,8,1,8,6,0,0,1,1,1,1,0,0,0,0
172.31.152.181_trafic,15,11,2,0,7,0,0,1,1,5,1,0,0,0,0
172.31.251.209_trafic,142,85,12,3,31,0,0,1,9,60,1,0,1,1,0
172.31.120.145_trafic,116,38,12,2,13,0,0,1,4,12,3,0,0,0,0
172.31.129.80_trafic,202,26,19,3,13,0,0,1,2,11,7,0,0,0,0
172.31.131.13_trafic,17,15,2,1,8,0,0,1,2,7,1,0,0,0,0
172.31.110.146_trafic,49,34,7,0,9,0,0,1,2,15,1,0,0,0,0
172.31.110.140_trafic,192,98,7,3,25,0,0,1,2,27,1,0,0,0,0
172.31.131.17_trafic,232,116,18,3,19,0,0,1,12,56,2,0,0,0,0
172.31.13.189_trafic,17,12,5,0,5,0,0,1,2,6,1,0,1,1,0
172.31.228.255_trafic,81,23,9,2,20,0,0,1,3,9,3,0,1,1,0
172.31.228.252_trafic,255,106,24,5,24,0,3,1,11,41,2,0,1,1,0
172.31.153.189_trafic,421,180,83,8,62,0,0,1,15,88,2,0,0,0,0
172.31.121.190_trafic,73,41,5,2,32,0,0,1,4,18,1,0,0,0,0
172.31.226.172_trafic,252,41,84,7,28,0,0,1,5,25,6,0,1,1,0
172.31.236.143_trafic,72,25,10,1,17,0,0,1,2,7,2,0,1,1,0
172.31.231.127_trafic,288,81,67,7,24,0,3,1,5,27,3,0,1,1,0
172.31.104.223_trafic,97,39,12,2,34,0,0,1,7,17,2,0,0,0,0
172.31.104.222_trafic,2,2,1,2,2,0,0,1,1,1,1,0,0,0,0
172.31.157.184_trafic,114,51,7,6,27,0,0,1,3,19,2,0,0,0,0
172.31.11.35_trafic,272,187,9,4,52,0,0,1,14,103,1,0,1,1,0
172.31.253.127_trafic,26,19,3,3,8,0,0,1,3,8,1,0,1,1,0
172.31.231.92_trafic,51,26,6,2,19,0,0,1,2,9,1,0,1,1,0
172.31.253.123_trafic,39,25,11,4,18,0,0,1,2,14,1,0,1,1,0
172.31.11.98_trafic,43,30,3,2,9,0,0,1,6,15,1,0,1,1,0
172.31.254.53_trafic,26,16,5,8,13,0,0,1,3,7,1,0,1,1,0
172.31.237.169_trafic,97,61,9,5,21,0,0,1,6,37,1,0,1,1,0
172.31.226.173_trafic,54,51,2,54,46,0,0,1,6,21,1,0,1,1,0
172.31.129.230_trafic,289,146,17,5,70,0,0,1,8,80,1,0,0,0,0
172.31.149.217_trafic,263,108,41,4,35,0,0,1,4,41,2,0,0,0,0
172.31.233.1_trafic,3,3,1,3,3,0,0,1,2,2,1,0,1,1,0
172.31.149.215_trafic,112,44,20,9,18,0,0,1,3,20,2,0,0,0,0
172.31.149.214_trafic,22,13,3,0,7,0,0,1,3,5,1,0,0,0,0
172.31.237.161_trafic,80,56,5,16,40,0,0,1,8,27,1,0,1,1,0
172.31.129.237_trafic,62,24,20,1,8,0,0,1,5,15,2,0,0,0,0
172.31.237.163_trafic,242,43,65,4,16,0,0,1,4,19,5,0,1,1,0
172.31.237.162_trafic,139,94,8,3,47,0,0,1,9,32,1,0,1,1,0
172.31.237.165_trafic,39,25,8,0,15,0,0,1,5,10,1,0,1,1,0
172.31.154.7_trafic,24,4,6,24,21,0,0,1,2,2,6,0,0,0,0
172.31.154.121_trafic,14,7,4,14,7,0,0,1,1,5,2,0,0,0,0
172.31.233.60_trafic,200,39,41,6,22,0,0,1,5,17,5,0,1,1,0
172.31.148.238_trafic,70,30,16,1,14,0,0,1,4,15,2,0,0,0,0
172.31.148.239_trafic,333,226,8,6,124,0,0,1,21,121,1,0,0,0,0
172.31.154.125_trafic,5,1,5,0,1,0,0,1,1,1,5,0,0,0,0
172.31.121.77_trafic,14,3,6,0,2,0,0,1,1,2,4,0,0,0,0
172.31.148.234_trafic,43,11,12,0,15,0,0,1,1,6,3,0,0,0,0
172.31.148.235_trafic,56,22,7,1,15,0,0,1,2,16,2,0,0,0,0
172.31.154.128_trafic,161,64,28,13,71,0,0,1,5,42,2,0,0,0,0
172.31.148.231_trafic,16,6,4,0,2,0,0,1,2,4,2,0,0,0,0
172.31.248.130_trafic,77,41,6,7,16,0,0,1,4,20,1,0,1,1,0
172.31.254.59_trafic,56,29,5,11,15,0,0,1,4,21,1,0,1,1,0
172.31.147.239_trafic,254,68,26,5,21,0,0,1,4,25,3,0,0,0,0
172.31.248.133_trafic,237,86,7,5,45,0,0,1,6,39,2,0,1,1,0
172.31.108.72_trafic,34,22,4,34,24,0,0,1,3,14,1,0,0,0,0
172.31.254.58_trafic,172,58,19,3,24,0,0,1,4,32,2,0,1,1,0
172.31.248.139_trafic,54,27,9,1,10,0,0,1,4,15,2,0,1,1,0
172.31.147.231_trafic,195,160,6,15,92,0,0,1,7,83,1,0,0,0,0
172.31.233.64_trafic,272,79,25,5,24,0,2,1,5,20,3,0,1,1,0
172.31.226.147_trafic,20,14,3,2,10,0,0,1,2,8,1,0,1,1,0
172.31.145.92_trafic,59,25,21,1,9,0,0,1,3,14,2,0,0,0,0
172.31.145.97_trafic,31,24,2,10,18,0,0,1,4,16,1,0,0,0,0
172.31.145.95_trafic,28,18,4,28,17,0,0,1,4,12,1,0,0,0,0
172.31.145.98_trafic,237,82,16,5,23,0,0,1,4,28,2,0,0,0,0
172.31.229.116_trafic,139,49,24,2,13,0,0,1,4,30,2,0,1,1,0
172.31.225.247_trafic,36,24,4,9,10,0,0,1,4,11,1,0,1,1,0
172.31.168.29_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.108.99_trafic,8,7,2,8,8,0,0,1,2,4,1,0,0,0,0
172.31.129.158_trafic,6,5,2,3,3,0,0,1,1,4,1,0,0,0,0
172.31.129.156_trafic,42,34,3,42,40,0,0,1,6,27,1,0,0,0,0
172.31.232.17_trafic,155,42,24,2,13,0,0,1,3,18,3,0,1,1,0
172.31.120.150_trafic,54,13,21,0,5,0,0,1,1,10,4,0,0,0,0
172.31.129.152_trafic,37,25,3,2,14,0,0,1,9,17,1,0,0,0,0
172.31.157.39_trafic,19,11,3,9,10,0,0,1,1,7,1,0,0,0,0
172.31.129.150_trafic,22,11,10,0,4,0,0,1,2,9,2,0,0,0,0
172.31.170.162_trafic,154,59,16,2,14,0,0,1,7,20,2,0,1,1,0
172.31.239.210_trafic,154,78,9,3,24,0,0,1,2,21,1,0,1,1,0
172.31.158.56_trafic,139,47,14,2,18,0,0,1,4,24,2,0,0,0,0
172.31.230.13_trafic,55,13,20,1,5,0,0,1,3,8,4,0,1,1,0
172.31.250.206_trafic,42,18,7,1,9,0,0,1,2,10,2,0,1,1,0
172.31.230.17_trafic,858,330,54,15,162,0,0,1,17,157,2,0,1,1,0
172.31.171.250_trafic,335,92,34,7,29,0,0,1,5,27,3,0,1,1,0
172.31.230.14_trafic,13,7,3,0,5,0,0,1,1,1,1,0,1,1,0
172.31.153.65_trafic,32,16,11,6,12,0,0,1,2,14,2,0,0,0,0
172.31.121.120_trafic,154,82,32,2,31,0,0,1,6,36,1,0,0,0,0
172.31.12.101_trafic,775,280,17,13,90,0,0,1,13,106,2,0,1,1,0
172.31.129.68_trafic,117,44,26,1,43,0,6,1,5,23,2,0,0,0,0
172.31.12.103_trafic,153,49,17,2,23,0,0,1,3,12,3,0,1,1,0
172.31.224.144_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.233.92_trafic,222,97,12,6,32,0,0,1,15,33,2,0,1,1,0
172.31.129.64_trafic,15,11,4,3,5,0,0,1,3,7,1,0,0,0,0
172.31.233.90_trafic,13,13,1,13,10,0,0,1,2,7,1,0,1,1,0
172.31.233.91_trafic,417,262,27,9,135,0,0,1,11,138,1,0,1,1,0
172.31.12.109_trafic,145,43,15,36,80,0,0,2,5,22,3,0,1,1,0
